0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,100,101,102,103,104,0,0,0,0,0,
0,0,0,0,0,0,208,209,210,211,212,0,0,0,0,0,0,0,0,0,160,161,162,163,164,0,0,0,0,0,
0,0,0,0,0,0,268,269,270,271,272,0,0,0,0,0,0,0,0,0,220,221,222,223,224,0,0,0,0,0,
0,0,129,130,131,132,133,0,0,0,0,137,138,139,140,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,188,189,190,191,192,193,0,0,0,0,197,198,199,200,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,248,249,250,251,252,253,0,0,0,256,257,258,259,260,261,0,0,0,0,0,0,0,0,0,129,130,131,132,133,
0,308,309,310,311,312,313,0,0,0,316,317,318,319,320,321,0,0,0,0,0,0,0,0,188,189,190,191,192,193,
0,0,369,370,371,372,0,0,0,0,0,377,378,379,380,381,0,0,0,0,0,0,0,0,248,249,250,251,252,253,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,114,0,0,308,309,310,311,312,313,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,174,175,0,0,369,370,371,372,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,233,234,235,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,293,294,295,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,129,130,131,132,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,188,189,190,191,192,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,248,249,250,251,252,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,118,119,
0,0,0,0,0,0,308,309,310,311,312,313,0,0,0,0,0,0,0,0,137,138,139,140,141,0,0,177,178,179,
0,0,0,0,0,0,0,369,370,371,372,137,138,139,140,0,0,0,0,0,197,198,199,200,201,0,0,237,238,239,
0,0,0,0,0,0,0,0,0,407,408,197,198,199,200,201,0,0,0,0,257,258,259,260,261,0,0,297,298,299,
0,129,130,131,132,133,0,0,0,467,468,257,258,259,260,261,0,0,0,316,317,318,319,320,321,0,0,0,0,0,
188,189,190,191,192,193,0,0,0,0,316,317,318,319,320,321,0,0,0,0,377,378,379,380,381,0,0,0,0,0,
248,249,250,251,252,253,0,0,0,0,0,377,378,379,380,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
308,309,310,311,312,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,369,370,371,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
